TubeNo,ShaftNo,TB1,TB2,TB3,TC1,TC2,TC3,TD1,TD2,TD3,SA1,SA2,SA3,SB1,SB2,SB3,SC1,SC2,SC3,BallGrade,BallSize
A0067885B3 171958 T0293A 200911,A0067885B3 171958 S0293A 200911,16.541,16.561,16.542,16.525,16.524,16.516,16.537,16.536,16.538,24.861,24.861,24.854,24.875,24.879,24.873,24.874,24.878,24.871,7,4.186
A0067885B3 171958 T0294A 200911,A0067885B3 171958 S0294A 200911,16.572,16.585,16.56,16.546,16.546,16.535,16.57,16.553,16.551,24.867,24.864,24.86,24.869,24.873,24.869,24.872,24.876,24.869,7,4.186
A0067885B3 171958 T0295A 200911,A0067885B3 171958 S0295A 200911,16.541,16.557,16.549,16.506,16.494,16.512,16.527,16.497,16.545,24.866,24.866,24.864,24.873,24.876,24.873,24.871,24.88,24.874,7,4.186
A0067885B3 171958 T0296A 200911,A0067885B3 171958 S0296A 200911,16.542,16.538,16.53,16.516,16.477,16.501,16.532,16.491,16.529,24.87,24.865,24.864,24.874,24.876,24.875,24.875,24.879,24.873,7,4.186
A0067885B3 171958 T0297A 200911,A0067885B3 171958 S0297A 200911,16.546,16.56,16.518,16.529,16.505,16.518,16.552,16.514,16.542,24.865,24.862,24.863,24.884,24.886,24.885,24.872,24.877,24.874,7,4.186
A0067885B3 171958 T0298A 200911,A0067885B3 171958 S0298A 200911,16.563,16.564,16.554,16.52,16.52,16.519,16.553,16.518,16.539,24.86,24.858,24.854,24.868,24.875,24.874,24.865,24.871,24.864,10,4.192
A0067885B3 171958 T0299A 200911,A0067885B3 171958 S0299A 200911,16.519,16.532,16.513,16.508,16.529,16.483,16.528,16.525,16.516,24.863,24.864,24.859,24.856,24.859,24.857,24.87,24.88,24.869,2,4.175
A0067885B3 171958 T0300A 200911,A0067885B3 171958 S0300A 200911,16.554,16.546,16.543,16.556,16.494,16.529,16.57,16.513,16.552,24.866,24.867,24.862,24.872,24.868,24.869,24.872,24.879,24.874,7,4.186
A0067885B3 171958 T0301A 200911,A0067885B3 171958 S0301A 200911,16.547,16.567,16.563,16.54,16.51,16.569,16.585,16.528,16.57,24.864,24.863,24.86,24.872,24.875,24.871,24.873,24.88,24.874,10,4.192
A0067885B3 171958 T0302A 200911,A0067885B3 171958 S0302A 200911,16.543,16.567,16.546,16.499,16.534,16.539,16.505,16.551,16.566,24.865,24.865,24.86,24.88,24.884,24.881,24.874,24.879,24.874,7,4.186
A0067885B3 171958 T0303A 200911,A0067885B3 171958 S0303A 200911,16.546,16.551,16.549,16.531,16.5,16.538,16.558,16.512,16.551,24.868,24.865,24.864,24.875,24.877,24.876,24.872,24.878,24.874,7,4.186
A0067885B3 171958 T0304A 200911,A0067885B3 171958 S0304A 200911,16.532,16.575,16.513,16.523,16.516,16.481,16.548,16.516,16.509,24.862,24.861,24.86,24.881,24.881,24.884,24.871,24.877,24.872,7,4.186
A0067885B3 171958 T0305A 200911,A0067885B3 171958 S0305A 200911,16.558,16.544,16.561,16.545,16.514,16.54,16.567,16.514,16.569,24.866,24.864,24.859,24.866,24.867,24.86,24.871,24.877,24.87,7,4.186
A0067885B3 171958 T0306A 200911,A0067885B3 171958 S0306A 200911,16.538,16.558,16.555,16.517,16.493,16.535,16.536,16.504,16.549,24.866,24.864,24.863,24.879,24.882,24.882,24.871,24.88,24.872,7,4.186
A0067885B3 171958 T0307A 200911,A0067885B3 171958 S0307A 200911,16.516,16.555,16.532,16.507,16.461,16.49,16.532,16.452,16.512,24.868,24.864,24.855,24.865,24.874,24.869,24.869,24.87,24.863,7,4.186
A0067885B3 171958 T0308A 200911,A0067885B3 171958 S0308A 200911,16.536,16.545,16.53,16.504,16.469,16.526,16.527,16.479,16.544,24.864,24.862,24.86,24.872,24.876,24.873,24.873,24.877,24.873,7,4.186
A0067885B3 171958 T0309A 200911,A0067885B3 171958 S0309A 200911,16.523,16.571,16.537,16.511,16.494,16.522,16.54,16.502,16.551,24.864,24.862,24.859,24.884,24.885,24.884,24.872,24.878,24.869,7,4.186
A0067885B3 171958 T0310A 200911,A0067885B3 171958 S0310A 200911,16.535,16.573,16.552,16.532,16.531,16.568,16.567,16.53,16.581,24.867,24.863,24.859,24.875,24.875,24.873,24.873,24.875,24.869,7,4.186
A0067885B3 171958 T0311A 200911,A0067885B3 171958 S0311A 200911,16.526,16.577,16.512,16.501,16.499,16.492,16.523,16.495,16.52,24.853,24.849,24.845,24.87,24.872,24.868,24.859,24.868,24.859,2,4.175
A0067885B3 171958 T0312A 200911,A0067885B3 171958 S0312A 200911,16.538,16.576,16.53,16.513,16.522,16.53,16.535,16.529,16.55,24.863,24.865,24.858,24.878,24.88,24.88,24.863,24.873,24.864,7,4.186
A0067885B3 171958 T0313A 200911,A0067885B3 171958 S0313A 200911,16.543,16.572,16.527,16.521,16.507,16.483,16.529,16.517,16.51,24.867,24.862,24.865,24.882,24.884,24.883,24.873,24.876,24.871,7,4.186
A0067885B3 171958 T0314A 200911,A0067885B3 171958 S0314A 200911,16.56,16.563,16.53,16.54,16.509,16.524,16.54,16.529,16.546,24.862,24.862,24.858,24.877,24.88,24.879,24.867,24.875,24.866,7,4.186
A0067885B3 171958 T0315A 200911,A0067885B3 171958 S0315A 200911,16.53,16.544,16.528,16.524,16.481,16.518,16.549,16.483,16.551,24.863,24.864,24.858,24.878,24.877,24.876,24.865,24.87,24.867,7,4.186
A0067885B3 171958 T0316A 200911,A0067885B3 171958 S0316A 200911,16.548,16.568,16.562,16.541,16.522,16.541,16.56,16.534,16.555,24.862,24.862,24.857,24.879,24.882,24.881,24.869,24.873,24.868,10,4.192
A0067885B3 171958 T0317A 200911,A0067885B3 171958 S0317A 200911,16.542,16.563,16.52,16.516,16.493,16.492,16.527,16.505,16.53,24.865,24.864,24.86,24.873,24.874,24.873,24.88,24.884,24.874,2,4.175
A0067885B3 171958 T0318A 200911,A0067885B3 171958 S0318A 200911,16.549,16.567,16.552,16.513,16.507,16.524,16.551,16.499,16.55,24.862,24.863,24.856,24.875,24.88,24.875,24.865,24.873,24.868,7,4.186
A0067885B3 171958 T0319A 200911,A0067885B3 171958 S0319A 200911,16.559,16.559,16.541,16.547,16.516,16.504,16.564,16.515,16.541,24.863,24.865,24.86,24.879,24.881,24.878,24.867,24.876,24.869,10,4.192
A0067885B3 171958 T0320A 200911,A0067885B3 171958 S0320A 200911,16.531,16.549,16.52,16.486,16.474,16.478,16.511,16.478,16.51,24.862,24.861,24.855,24.862,24.863,24.863,24.868,24.873,24.866,7,4.186
A0067885B3 171958 T0321A 200911,A0067885B3 171958 S0321A 200911,16.547,16.564,16.54,16.526,16.519,16.516,16.537,16.532,16.539,24.866,24.865,24.863,24.858,24.865,24.862,24.869,24.875,24.87,7,4.186
A0067885B3 171958 T0322A 200911,A0067885B3 171958 S0322A 200911,16.535,16.552,16.527,16.494,16.471,16.499,16.52,16.476,16.522,24.864,24.868,24.859,24.879,24.878,24.879,24.866,24.87,24.866,2,4.175
A0067885B3 171958 T0323A 200911,A0067885B3 171958 S0323A 200911,16.525,16.578,16.529,16.524,16.514,16.498,16.537,16.523,16.516,24.865,24.864,24.862,24.884,24.887,24.888,24.87,24.877,24.871,7,4.186
A0067885B3 171958 T0324A 200911,A0067885B3 171958 S0324A 200911,16.564,16.561,16.524,16.574,16.513,16.535,16.584,16.527,16.565,24.862,24.862,24.86,24.864,24.87,24.868,24.868,24.869,24.872,10,4.192
A0067885B3 171958 T0325A 200911,A0067885B3 171958 S0325A 200911,16.542,16.581,16.548,16.523,16.542,16.522,16.546,16.556,16.533,24.865,24.862,24.862,24.87,24.875,24.868,24.871,24.88,24.873,7,4.186
A0067885B3 171958 T0326A 200911,A0067885B3 171958 S0326A 200911,16.554,16.551,16.556,16.513,16.493,16.528,16.552,16.485,16.548,24.864,24.864,24.857,24.871,24.873,24.873,24.871,24.88,24.871,7,4.186
A0067885B3 171958 T0327A 200911,A0067885B3 171958 S0327A 200911,16.552,16.579,16.552,16.567,16.515,16.554,16.578,16.538,16.559,24.86,24.86,24.857,24.871,24.873,24.869,24.865,24.871,24.866,10,4.192
A0067885B3 171958 T0328A 200911,A0067885B3 171958 S0328A 200911,16.531,16.563,16.539,16.525,16.502,16.536,16.552,16.515,16.552,24.858,24.855,24.854,24.878,24.876,24.878,24.864,24.869,24.862,7,4.186
A0067885B3 171958 T0329A 200911,A0067885B3 171958 S0329A 200911,16.565,16.566,16.492,16.576,16.478,16.487,16.588,16.489,16.53,24.862,24.863,24.857,24.877,24.882,24.879,24.868,24.875,24.869,7,4.186
A0067885B3 171958 T0330A 200911,A0067885B3 171958 S0330A 200911,16.562,16.573,16.553,16.546,16.54,16.54,16.552,16.555,16.561,24.859,24.857,24.855,24.873,24.876,24.878,24.866,24.873,24.864,10,4.192
A0067885B3 171958 T0331A 200911,A0067885B3 171958 S0331A 200911,16.536,16.577,16.526,16.531,16.521,16.514,16.558,16.527,16.523,24.861,24.861,24.854,24.872,24.873,24.872,24.861,24.866,24.86,7,4.186
A0067885B3 171958 T0332A 200911,A0067885B3 171958 S0332A 200911,16.541,16.57,16.532,16.537,16.505,16.506,16.548,16.525,16.534,24.864,24.861,24.859,24.88,24.883,24.88,24.869,24.875,24.87,7,4.186
A0067885B3 171958 T0333A 200911,A0067885B3 171958 S0333A 200911,16.544,16.573,16.562,16.526,16.531,16.533,16.552,16.519,16.549,24.864,24.861,24.857,24.876,24.877,24.873,24.872,24.876,24.871,7,4.186
A0067885B3 171958 T0334A 200911,A0067885B3 171958 S0334A 200911,16.55,16.582,16.564,16.542,16.515,16.58,16.569,16.54,16.581,24.857,24.859,24.853,24.874,24.879,24.874,24.858,24.864,24.862,7,4.186
A0067885B3 171958 T0335A 200911,A0067885B3 171958 S0335A 200911,16.522,16.548,16.523,16.511,16.533,16.514,16.525,16.529,16.545,24.86,24.858,24.857,24.873,24.874,24.873,24.868,24.872,24.866,7,4.186
A0067885B3 171958 T0336A 200911,A0067885B3 171958 S0336A 200911,16.567,16.553,16.55,16.565,16.507,16.572,16.565,16.552,16.577,24.865,24.866,24.861,24.878,24.882,24.879,24.873,24.88,24.874,7,4.186
A0067885B3 171958 T0337A 200911,A0067885B3 171958 S0337A 200911,16.586,16.589,16.532,16.548,16.532,16.503,16.537,16.523,16.535,24.865,24.868,24.86,24.871,24.874,24.871,24.869,24.878,24.87,7,4.186
A0067885B3 171958 T0338A 200911,A0067885B3 171958 S0338A 200911,16.534,16.566,16.542,16.527,16.509,16.535,16.548,16.523,16.556,24.863,24.859,24.855,24.87,24.872,24.868,24.865,24.87,24.864,7,4.186
A0067885B3 171958 T0339A 200911,A0067885B3 171958 S0339A 200911,16.567,16.555,16.553,16.516,16.525,16.563,16.541,16.533,16.589,24.864,24.865,24.86,24.878,24.877,24.874,24.871,24.877,24.87,7,4.186
A0067885B3 171958 T0340A 200911,A0067885B3 171958 S0340A 200911,16.549,16.57,16.554,16.536,16.494,16.536,16.562,16.495,16.559,24.867,24.866,24.86,24.887,24.885,24.887,24.872,24.877,24.873,7,4.186
A0067885B3 171958 T0341A 200911,A0067885B3 171958 S0341A 200911,16.517,16.57,16.523,16.518,16.517,16.484,16.534,16.534,16.512,24.863,24.861,24.859,24.87,24.872,24.872,24.871,24.877,24.872,7,4.186
A0067885B3 171958 T0342A 200911,A0067885B3 171958 S0342A 200911,16.571,16.584,16.544,16.529,16.531,16.5,16.531,16.523,16.538,24.862,24.864,24.858,24.878,24.882,24.878,24.868,24.867,24.866,7,4.186
A0067885B3 171958 T0343A 200911,A0067885B3 171958 S0343A 200911,16.579,16.581,16.557,16.564,16.553,16.49,16.574,16.565,16.528,24.865,24.866,24.861,24.869,24.873,24.874,24.873,24.876,24.87,10,4.192
A0067885B3 171958 T0344A 200911,A0067885B3 171958 S0344A 200911,16.56,16.562,16.544,16.545,16.521,16.536,16.559,16.532,16.561,24.864,24.866,24.863,24.874,24.878,24.877,24.872,24.878,24.872,7,4.186
A0067885B3 171958 T0345A 200911,A0067885B3 171958 S0345A 200911,16.547,16.577,16.5,16.534,16.501,16.491,16.551,16.498,16.537,24.861,24.861,24.855,24.878,24.877,24.88,24.862,24.87,24.863,7,4.186
A0067885B3 171958 T0346A 200911,A0067885B3 171958 S0346A 200911,16.556,16.566,16.544,16.558,16.516,16.529,16.572,16.525,16.561,24.849,24.848,24.847,24.876,24.875,24.876,24.851,24.86,24.857,7,4.186
A0067885B3 171958 T0347A 200911,A0067885B3 171958 S0347A 200911,16.523,16.578,16.52,16.501,16.507,16.478,16.522,16.503,16.514,24.856,24.854,24.85,24.867,24.873,24.874,24.86,24.869,24.861,7,4.186
A0067885B3 171958 T0348A 200911,A0067885B3 171958 S0348A 200911,16.53,16.569,16.53,16.527,16.501,16.497,16.536,16.499,16.524,24.851,24.852,24.845,24.876,24.877,24.877,24.853,24.859,24.854,10,4.192
A0067885B3 171958 T0349A 200911,A0067885B3 171958 S0349A 200911,16.53,16.539,16.564,16.509,16.435,16.571,16.534,16.46,16.579,24.862,24.862,24.857,24.883,24.885,24.884,24.871,24.874,24.87,7,4.186
A0067885B3 171958 T0350A 200911,A0067885B3 171958 S0350A 200911,16.54,16.552,16.522,16.518,16.5,16.507,16.524,16.531,16.524,24.854,24.856,24.849,24.878,24.883,24.881,24.864,24.87,24.862,10,4.192
A0067885B3 171958 T0351A 200911,A0067885B3 171958 S0351A 200911,16.521,16.558,16.534,16.513,16.496,16.516,16.532,16.518,16.536,24.85,24.849,24.844,24.87,24.873,24.872,24.855,24.862,24.859,7,4.186
A0067885B3 171958 T0352A 200911,A0067885B3 171958 S0352A 200911,16.551,16.564,16.511,16.527,16.587,16.515,16.553,16.582,16.546,24.854,24.856,24.85,24.88,24.881,24.882,24.861,24.868,24.863,10,4.192
A0067885B3 171958 T0353A 200911,A0067885B3 171958 S0353A 200911,16.554,16.567,16.506,16.559,16.511,16.467,16.571,16.516,16.517,24.852,24.852,24.845,24.873,24.875,24.874,24.854,24.862,24.854,7,4.186
A0067885B3 171958 T0354A 200911,A0067885B3 171958 S0354A 200911,16.574,16.587,16.571,16.533,16.522,16.565,16.555,16.538,16.573,24.863,24.865,24.859,24.861,24.869,24.862,24.871,24.879,24.872,10,4.192
A0067885B3 171958 T0355A 200911,A0067885B3 171958 S0355A 200911,16.528,16.505,16.529,16.467,16.432,16.459,16.5,16.443,16.487,24.865,24.864,24.861,24.876,24.878,24.878,24.87,24.871,24.866,7,4.186
A0067885B3 171958 T0356A 200911,A0067885B3 171958 S0356A 200911,16.564,16.58,16.577,16.556,16.544,16.576,16.582,16.554,16.588,24.855,24.855,24.851,24.871,24.877,24.875,24.859,24.868,24.862,7,4.186
A0067885B3 171958 T0357A 200911,A0067885B3 171958 S0357A 200911,16.554,16.556,16.549,16.544,16.513,16.552,16.565,16.513,16.581,24.862,24.863,24.856,24.87,24.877,24.875,24.87,24.877,24.868,7,4.186
A0067885B3 171958 T0358A 200911,A0067885B3 171958 S0358A 200911,16.539,16.583,16.576,16.56,16.528,16.58,16.573,16.534,16.57,24.859,24.856,24.853,24.867,24.871,24.869,24.863,24.869,24.862,10,4.192
A0067885B3 171958 T0359A 200911,A0067885B3 171958 S0359A 200911,16.548,16.578,16.562,16.543,16.503,16.565,16.559,16.528,16.574,24.864,24.863,24.857,24.873,24.88,24.877,24.868,24.874,24.866,7,4.186
A0067885B3 171958 T0360A 200911,A0067885B3 171958 S0360A 200911,16.541,16.554,16.536,16.496,16.473,16.497,16.521,16.482,16.529,24.864,24.862,24.86,24.879,24.882,24.877,24.873,24.879,24.871,10,4.192
A0067885B3 171958 T0361A 200911,A0067885B3 171958 S0361A 200911,16.559,16.571,16.549,16.539,16.5,16.559,16.569,16.523,16.553,24.868,24.864,24.862,24.87,24.872,24.872,24.873,24.878,24.875,7,4.186
A0067885B3 171958 T0362A 200911,A0067885B3 171958 S0362A 200911,16.555,16.554,16.541,16.542,16.526,16.511,16.544,16.557,16.539,24.86,24.858,24.855,24.87,24.871,24.871,24.864,24.867,24.861,7,4.186
A0067885B3 171958 T0363A 200911,A0067885B3 171958 S0363A 200911,16.525,16.579,16.527,16.507,16.532,16.499,16.525,16.545,16.528,24.865,24.865,24.86,24.864,24.869,24.867,24.867,24.872,24.87,7,4.186
A0067885B3 171958 T0364A 200911,A0067885B3 171958 S0364A 200911,16.537,16.568,16.551,16.522,16.535,16.538,16.554,16.537,16.547,24.862,24.865,24.859,24.877,24.877,24.873,24.865,24.87,24.869,10,4.192
A0067885B3 171958 T0365A 200911,A0067885B3 171958 S0365A 200911,16.546,16.575,16.543,16.555,16.541,16.539,16.571,16.566,16.551,24.853,24.849,24.85,24.872,24.876,24.874,24.872,24.88,24.871,7,4.186
A0067885B3 171958 T0366A 200911,A0067885B3 171958 S0366A 200911,16.538,16.567,16.553,16.543,16.504,16.533,16.571,16.511,16.548,24.864,24.862,24.858,24.869,24.876,24.873,24.861,24.868,24.859,7,4.186
A0067885B3 171958 T0367A 200911,A0067885B3 171958 S0367A 200911,16.555,16.564,16.532,16.555,16.557,16.529,16.577,16.542,16.566,24.853,24.849,24.848,24.87,24.874,24.871,24.852,24.86,24.855,2,4.175
A0067885B3 171958 T0368A 200911,A0067885B3 171958 S0368A 200911,16.531,16.541,16.536,16.494,16.482,16.529,16.517,16.485,16.561,24.86,24.86,24.851,24.874,24.878,24.878,24.868,24.875,24.871,7,4.186
A0067885B3 171958 T0369A 200911,A0067885B3 171958 S0369A 200911,16.523,16.579,16.521,16.512,16.522,16.534,16.531,16.508,16.592,24.863,24.863,24.859,24.87,24.872,24.871,24.857,24.862,24.858,2,4.175
A0067885B3 171958 T0370A 200911,A0067885B3 171958 S0370A 200911,16.536,16.564,16.558,16.541,16.523,16.539,16.55,16.549,16.563,24.862,24.86,24.854,24.873,24.873,24.87,24.864,24.868,24.86,7,4.186
A0067885B3 171958 T0371A 200911,A0067885B3 171958 S0371A 200911,16.547,16.582,16.56,16.545,16.558,16.553,16.566,16.564,16.576,24.865,24.866,24.861,24.868,24.872,24.87,24.866,24.873,24.867,7,4.186
A0067885B3 171958 T0372A 200911,A0067885B3 171958 S0372A 200911,16.55,16.561,16.544,16.549,16.506,16.531,16.571,16.523,16.544,24.862,24.867,24.859,24.877,24.878,24.879,24.872,24.872,24.87,7,4.186
A0067885B3 171958 T0373A 200911,A0067885B3 171958 S0373A 200911,16.52,16.56,16.519,16.485,16.501,16.483,16.523,16.484,16.515,24.865,24.864,24.859,24.871,24.872,24.869,24.871,24.876,24.871,7,4.186
A0067885B3 171958 T0374A 200911,A0067885B3 171958 S0374A 200911,16.569,16.589,16.532,16.587,16.53,16.537,16.585,16.539,16.572,24.865,24.864,24.863,24.873,24.873,24.873,24.867,24.869,24.865,2,4.175
A0067885B3 171958 T0375A 200911,A0067885B3 171958 S0375A 200911,16.525,16.548,16.536,16.52,16.537,16.53,16.54,16.549,16.559,24.857,24.852,24.853,24.868,24.868,24.864,24.854,24.862,24.854,7,4.186
A0067885B3 171958 T0376A 200911,A0067885B3 171958 S0376A 200911,16.529,16.556,16.534,16.502,16.496,16.484,16.537,16.496,16.513,24.863,24.862,24.858,24.88,24.881,24.882,24.864,24.872,24.868,7,4.186
A0067885B3 171958 T0377A 200911,A0067885B3 171958 S0377A 200911,16.557,16.571,16.539,16.54,16.508,16.525,16.563,16.506,16.56,24.852,24.853,24.849,24.88,24.883,24.879,24.852,24.858,24.857,7,4.186
A0067885B3 171958 T0378A 200911,A0067885B3 171958 S0378A 200911,16.521,16.561,16.52,16.53,16.514,16.485,16.554,16.515,16.513,24.859,24.862,24.859,24.873,24.875,24.872,24.867,24.869,24.869,7,4.186
A0067885B3 171958 T0379A 200911,A0067885B3 171958 S0379A 200911,16.559,16.582,16.539,16.535,16.538,16.528,16.545,16.538,16.554,24.852,24.853,24.856,24.871,24.878,24.873,24.856,24.863,24.856,7,4.186
A0067885B3 171958 T0380A 200911,A0067885B3 171958 S0380A 200911,16.526,16.568,16.521,16.518,16.46,16.504,16.542,16.479,16.511,24.857,24.855,24.852,24.871,24.878,24.876,24.863,24.87,24.864,7,4.186
A0067885B3 171958 T0381A 200911,A0067885B3 171958 S0381A 200911,16.535,16.579,16.532,16.526,16.516,16.526,16.541,16.533,16.541,24.855,24.854,24.852,24.875,24.875,24.874,24.863,24.871,24.868,7,4.186
A0067885B3 171958 T0382A 200911,A0067885B3 171958 S0382A 200911,16.55,16.565,16.524,16.504,16.495,16.507,16.527,16.516,16.522,24.863,24.857,24.853,24.877,24.876,24.877,24.863,24.862,24.859,7,4.186
A0067885B3 171958 T0383A 200911,A0067885B3 171958 S0383A 200911,16.543,16.577,16.557,16.51,16.536,16.539,16.543,16.528,16.565,24.858,24.859,24.856,24.875,24.878,24.878,24.863,24.868,24.862,7,4.186
A0067885B3 171958 T0384A 200911,A0067885B3 171958 S0384A 200911,16.562,16.575,16.56,16.562,16.543,16.556,16.572,16.558,16.574,24.848,24.846,24.845,24.876,24.877,24.877,24.851,24.856,24.852,7,4.186
A0067885B3 171958 T0385A 200911,A0067885B3 171958 S0385A 200911,16.531,16.555,16.538,16.509,16.482,16.505,16.522,16.501,16.529,24.861,24.865,24.861,24.877,24.882,24.88,24.868,24.872,24.867,2,4.175
A0067885B3 171958 T0386A 200911,A0067885B3 171958 S0386A 200911,16.532,16.559,16.531,16.516,16.493,16.527,16.541,16.506,16.541,24.851,24.853,24.848,24.882,24.881,24.881,24.855,24.859,24.856,7,4.186
A0067885B3 171958 T0387A 200911,A0067885B3 171958 S0387A 200911,16.514,16.587,16.519,16.508,16.491,16.534,16.539,16.497,16.564,24.865,24.864,24.861,24.868,24.871,24.87,24.869,24.873,24.872,7,4.186
A0067885B3 171958 T0388A 200911,A0067885B3 171958 S0388A 200911,16.541,16.559,16.518,16.521,16.497,16.509,16.528,16.52,16.538,24.851,24.853,24.849,24.873,24.875,24.873,24.856,24.863,24.86,2,4.175
A0067885B3 171958 T0389A 200911,A0067885B3 171958 S0389A 200911,16.537,16.561,16.533,16.531,16.501,16.517,16.533,16.514,16.545,24.858,24.86,24.854,24.876,24.878,24.877,24.867,24.873,24.867,7,4.186
A0067885B3 171958 T0390A 200911,A0067885B3 171958 S0390A 200911,16.53,16.582,16.531,16.486,16.519,16.496,16.508,16.519,16.523,24.854,24.855,24.852,24.879,24.881,24.881,24.857,24.863,24.858,7,4.186
A0067885B3 171958 T0391A 200911,A0067885B3 171958 S0391A 200911,16.538,16.555,16.533,16.497,16.485,16.488,16.51,16.508,16.506,24.862,24.862,24.858,24.873,24.874,24.873,24.871,24.872,24.868,7,4.186
A0067885B3 171958 T0392A 200911,A0067885B3 171958 S0392A 200911,16.511,16.59,16.529,16.505,16.537,16.538,16.539,16.549,16.552,24.86,24.857,24.848,24.87,24.873,24.873,24.857,24.859,24.856,7,4.186
A0067885B3 171958 T0393A 200911,A0067885B3 171958 S0393A 200911,16.53,16.583,16.534,16.488,16.537,16.518,16.52,16.522,16.559,24.853,24.857,24.851,24.866,24.871,24.87,24.857,24.863,24.86,7,4.186
A0067885B3 171958 T0394A 200911,A0067885B3 171958 S0394A 200911,16.544,16.583,16.49,16.524,16.511,16.479,16.531,16.509,16.525,24.857,24.859,24.855,24.876,24.877,24.879,24.86,24.866,24.86,2,4.175
A0067885B3 171958 T0395A 200911,A0067885B3 171958 S0395A 200911,16.535,16.582,16.519,16.524,16.485,16.483,16.548,16.498,16.521,24.856,24.856,24.852,24.873,24.873,24.874,24.862,24.869,24.865,7,4.186
A0067885B3 171958 T0396A 200911,A0067885B3 171958 S0396A 200911,16.537,16.544,16.516,16.522,16.527,16.495,16.549,16.518,16.551,24.864,24.865,24.859,24.866,24.87,24.869,24.868,24.872,24.867,7,4.186
A0067885B3 171958 T0397A 200911,A0067885B3 171958 S0397A 200911,16.519,16.564,16.532,16.512,16.492,16.507,16.542,16.502,16.537,24.863,24.864,24.86,24.873,24.877,24.878,24.867,24.87,24.869,7,4.186
A0067885B3 171958 T0398A 200911,A0067885B3 171958 S0398A 200911,16.519,16.531,16.536,16.491,16.447,16.487,16.516,16.453,16.514,24.863,24.86,24.857,24.873,24.877,24.872,24.866,24.871,24.865,7,4.186
A0067885B3 171958 T0399A 200911,A0067885B3 171958 S0399A 200911,16.545,16.557,16.545,16.526,16.551,16.536,16.559,16.544,16.575,24.865,24.862,24.861,24.869,24.872,24.871,24.87,24.875,24.869,7,4.186
